Pays;Annee;actu_moyenne;actu_top3;consulat_moyenne;consulat_top3;guides_moyenne;guides_top3;loisirs_moyenne;loisirs_top3;politique_moyenne;politique_top3;religion_moyenne;religion_top3;reservations_moyenne;reservations_top3;sante_moyenne;sante_top3;stats_moyenne;stats_top3;tourisme_moyenne;tourisme_top3
Égypte;2005;-0,148835987;1,633072667;-0,003048894;0,016358614;0,020645567;0,405301767;-0,005939785;-0,00027427;-0,017882977;0,739441687;-0,009787222;0,009050648;-0,015530408;0,016896342;-0,015421148;-0,003495945;0,029989025;0,585575762;-0,130568197;1,77728663
Égypte;2010;0,235285845;2,195695135;-0,002380923;0,022086596;0,027922424;0,446697108;-0,006202341;0,00264243;-0,054395964;0,637578482;-0,011233048;0,014853277;-0,009238522;0,044677479;0,028173492;0,359317882;-0,06605475;0,178741662;0,255155665;2,464014935
Égypte;2015;0,301869861;2,138863786;-0,00067352;0,014024095;0,011937204;0,369171638;-0,007322305;-0,004558289;-0,016073344;0,718158319;-0,004949569;0,03637662;-0,010098887;0,040870154;-0,016123977;0,014046859;-0,049042819;0,443361691;0,191320956;2,22253818
Égypte;2019;-0,206141781;1,680495387;0,001461617;0,057868326;-0,031763315;-0,008692064;-0,007342013;-0,00338084;0,165280891;0,941571551;0,04685627;0,494231027;-0,015539848;0,011006638;-0,003663611;0,134644752;-0,058372445;0,571575418;-0,062095114;2,108164648
Émirats arabes unis;2005;0,158610353;1,821053061;-0,002730455;0,008289997;0,057286525;0,694713809;-0,00485857;0,004264912;-0,08352251;0,687871471;0,00434786;0,159330622;0,021256456;0,22453453;0,025962764;0,364810402;0,16422347;1,476198359;0,112542452;1,860212936
Émirats arabes unis;2010;0,0854965;1,761947304;-7,06736E-05;0,024719255;0,035758721;0,514843751;-0,00498519;0,003256949;-0,11957487;0,641355519;-0,009939672;0,008489909;-0,005126238;0,035429323;-0,013712498;0,002813716;-0,053214135;0,616165323;0,221909134;1,974878774
Émirats arabes unis;2015;0,15392899;2,237360752;5,97116E-05;0,014277245;0,061711719;0,622291822;-0,006255262;0,002269037;-0,075765306;0,589120823;-0,011004721;0,00920017;0,027208168;0,271651699;-0,014642048;0,013954982;-0,106893382;0,168834353;0,113110595;2,433681276
Émirats arabes unis;2019;-0,424751342;1,700707921;0,002166743;0,042982226;-0,029623143;0,002159443;-0,006832292;-0,003461242;0,161185086;0,780091853;0,019424101;0,237794565;-0,008195533;0,040899027;-0,018922442;-0,011399918;-0,058064088;0,380828506;-0,380385727;1,684001422
Équateur;2005;0,53316357;2,21113317;-0,003700638;0,012378217;0,08470406;0,99312152;-0,005897191;-0,001060351;-0,216656869;0,269552248;-0,016545284;0,001226727;-0,01932622;-0,009902009;-0,006973606;0,057390637;0,009464762;0,71225182;0,690884069;2,290389606
Équateur;2010;0,942604702;2,323251125;-0,003226061;0,009107493;0,058302841;0,623858818;-0,006260825;-0,002544944;-0,185818011;0,553920888;-0,013719527;0,00667343;-0,015569838;-0,000372915;-0,01686048;0,002924076;-0,09951138;0,122844256;1,096534206;2,637097388
Équateur;2015;0,675213904;2,406954069;-0,001857509;0,015227065;0,012088598;0,371405445;-0,007060169;-0,003024821;-0,147441823;0,493137798;-0,0162555;0,005118436;-0,016516165;0,004153151;-0,014231091;0,015320246;-0,079589708;0,26312647;0,701593768;2,617051379
Équateur;2019;-0,565731848;0,893962523;0,004968245;0,066216068;-0,035321727;-0,015461793;0,006507407;0,104724847;0,352549104;0,718529271;0,029736856;0,283675832;-0,017732134;-0,000570852;0,035294241;0,405661871;0,030371728;0,539280626;-0,558997503;0,451824764
Érythrée;2005;-0,353236317;0,969718697;-0,001902565;0,014475937;-0,027370361;0,011060929;-0,005458812;-7,28477E-05;0,073728989;0,915043344;-0,008816239;0,027035608;-0,004477387;0,062944213;-0,004085795;0,079065986;0,234405778;1,401103327;-0,38080098;0,52504885
Érythrée;2010;-0,269118663;1,915211551;-0,000916103;0,019992437;-0,019111307;0,035435846;-0,005053295;0,006670967;0,127076879;0,690023844;-0,004050609;0,0274348;-0,007564028;0,031921462;-0,010180857;0,032830923;0,098226469;0,605462972;-0,357308494;1,423174676
Érythrée;2015;-0,645899822;0,661603569;-0,0059076;-0,002451663;-0,034144952;-0,015989547;-0,007609929;-0,005926569;0,371127618;0,774061132;0,031048746;0,188300335;-0,017208323;-0,000198625;-0,019929126;-0,016288569;-0,066382215;0,153629684;-0,661413953;-0,400291103
Érythrée;2019;-0,826940025;-0,509983066;0,001755196;0,033383193;-0,034819502;-0,029311499;-0,00586912;-0,000498981;0,450863247;0,843905782;0,019815552;0,174047136;-0,015637205;0,003327783;-0,017099495;-0,006679618;-0,010197063;0,618030891;-0,70063564;-0,633785441
États-Unis;2005;-0,58321019;0,356200829;-1,35976E-05;0,017139257;-0,032018549;-0,017426838;-0,005855535;-0,000613108;0,293952425;0,829707569;-0,006936963;0,037654198;-0,012209511;0,011538187;-0,016757982;-0,005611417;0,237122836;1,008955303;-0,625911458;-0,060296086
États-Unis;2010;-0,242331957;1,777172277;0,000171204;0,019550234;-0,028760037;0,018205617;-0,005577893;0,003417831;-0,033265863;0,489821349;-0,012959682;0,020120706;-0,006054916;0,050195127;-0,01351526;0,027326995;-0,025887651;0,240890563;-0,30448865;1,185407063
États-Unis;2015;-0,204508605;1,841814122;-0,000329024;0,016622738;-0,017513942;0,12595827;-0,00550783;0,009482982;-0,037924754;0,604466688;-0,012848664;0,016043896;0,015232506;0,242086857;-0,008199782;0,082762476;-0,077610555;0,370603204;-0,106166559;1,791394497
États-Unis;2019;-0,568119359;1,082605134;0,001213189;0,038572434;-0,035048422;-0,022547307;0,012909756;0,175580638;0,207817135;0,796653139;0,021297566;0,258486154;-0,009695517;0,039002051;-0,01763852;-0,002326915;-0,022037393;0,638553207;-0,508881114;0,930012139
Éthiopie;2005;-0,024145733;2,220343399;-0,00139605;0,02007042;0,072966673;0,769559034;-0,004114369;0,011770465;-0,01497377;0,669624731;-0,00914619;0,015954125;-0,01592355;0,00891685;-0,009752363;0,035619065;0,028129428;0,857588158;0,05585617;2,391958915
Éthiopie;2010;-0,199240534;1,892271109;-0,001001555;0,029638935;-0,011800837;0,137238741;-0,006059343;-0,002169918;0,125533005;0,792162589;0,023433775;0,243980896;-0,017027059;0,000134139;0,037365176;0,42385876;-0,022681737;0,445685131;-0,234450881;1,734522194
Éthiopie;2015;-0,001139819;2,083616354;-0,001621359;0,016473769;-0,027683271;0,021299629;-0,005646355;0,006996446;0,048959156;0,614429442;0,021127108;0,273001721;-0,013997809;0,002070625;-0,015990462;0,003363031;-0,002507525;0,557417801;0,029181415;2,36774494
Éthiopie;2019;-0,455742475;1,394354099;0,003475375;0,059383639;-0,030444241;0,010559976;0,016776459;0,191520811;0,278262502;0,901719954;0,018728908;0,2483434;-0,016083997;0,00312094;0,01635058;0,276022294;0,032989279;0,849409813;-0,479312591;1,020512606
Afghanistan;2005;-0,603645292;0,773153481;-0,001652903;0,018125126;-0,032665025;-0,016230943;-0,006233994;-0,000417391;0,276342822;0,898793766;-0,003483137;0,042739587;-0,01329728;0,025353356;-0,016626353;-0,008276904;0,025521312;0,413230679;-0,498674451;0,972648813
Afghanistan;2010;-0,490899296;1,575632289;-0,003391762;0,008912477;-0,033878058;-0,020615815;-0,007243889;-0,004057393;0,34645395;0,865129732;0,022584458;0,23968043;-0,012648971;0,026537516;-0,018792276;-0,011445458;-0,008281073;0,348023484;-0,632610302;-0,123167928
Afghanistan;2015;-0,578306521;1,207936956;-0,004318544;0,006317738;-0,036148556;-0,029338831;-0,006448653;-0,00271851;0,331248026;0,93005423;0,027254323;0,266155859;-0,011630516;0,028203073;0,033846273;0,402375208;-0,094112451;0,326892181;-0,647653034;-0,279275205
Afghanistan;2019;-0,6312053;0,733391857;0,0016631;0,058639091;0,026366328;0,553955789;-0,007125405;-0,004497558;0,466884399;0,930760551;0,064933027;0,564275242;-0,014916776;0,013481562;-0,01866696;-0,011861775;-0,014795396;0,624400721;-0,610167973;0,270360227
Afrique du Sud;2005;0,152013238;2,223055587;-0,003664016;0,008050233;0,043762298;0,581208103;-0,004757818;0,002007822;-0,014640745;0,696145707;-0,013937939;0,007837109;-0,016555832;0,004346663;-0,013067591;0,016105906;0,087933049;1,088964076;0,228614469;2,379261507
Afrique du Sud;2010;0,661093514;2,359477797;-0,002382875;0,023038466;0,019102198;0,456361169;-0,006657996;-0,001550668;-0,162269679;0,582339144;-0,014339256;0,012717554;-0,004738942;0,050726286;0,02165857;0,373630629;-0,081666751;0,296962114;0,754284577;2,734190833
Afrique du Sud;2015;-0,090569802;2,11428369;-0,00078196;0,017453703;-0,028846481;0,011109552;-0,007183056;-0,004668237;0,03311987;0,7369133;-0,01462698;0,004437577;-0,00790842;0,029792682;-0,005732465;0,085220251;-0,105190131;0,270602342;0,085878279;2,426243305
Afrique du Sud;2019;-0,423091081;1,607875902;0,004022671;0,064428379;-0,031959721;0,005028388;-0,003527001;0,027638095;0,228598374;0,833577633;0,024592943;0,255832157;-0,012302394;0,029980148;0,013275147;0,255794116;-0,032281068;0,687161634;-0,424655054;1,37274268
Albanie;2005;-0,179248104;1,346490189;-0,003171459;0,00897013;-0,028448062;-0,000496383;-0,005057162;0,00187934;0,074414926;0,855141354;-0,01117285;0,009979264;-0,009586422;0,033141097;-0,01357265;-0,000780515;0,150275902;1,247581115;-0,385397679;0,759142119
Albanie;2010;0,351245019;2,10645667;-0,002208458;0,012119612;0,033880283;0,539972061;0,007878463;0,11760066;-0,129939749;0,575406992;-0,010217023;0,015487183;-0,01094337;0,022905634;-0,0130188;0,013630825;-0,098496576;0,261388552;0,559893574;2,350382068
Albanie;2015;0,312687931;2,228180291;-0,003868029;0,008085065;-0,005688249;0,173025011;-0,005914421;0,001885826;-0,106584775;0,542683209;0,008338231;0,183182743;0,019065873;0,2560935;-0,017399907;-0,003006223;-0,081776744;0,206127482;0,383310813;2,318965838
Albanie;2019;-0,348226627;1,615557639;0,005110767;0,079418325;0,046159735;0,683481913;0,015012724;0,188137014;0,127163003;1,013519301;0,01715173;0,197046184;-0,011634824;0,017276207;-0,01249105;0,014516071;-0,059034855;0,628200342;-0,344107114;1,12086458
Algérie;2005;-0,469880348;0,981641341;-0,003010258;0,012395438;-0,026307239;0,008694659;-0,00518089;0,002199897;0,184187213;0,78395995;-0,000743526;0,027424422;-0,013515028;0,018084184;-0,014151431;0,008520122;0,060107331;0,758274498;-0,348735028;1,274808133
Algérie;2010;0,02155896;2,032648885;-0,002814772;0,01422517;0,073015053;0,723442786;-0,00695416;-0,00152022;0,109941655;0,75440876;0,023669593;0,228754748;-0,013370479;0,019894914;-0,011780844;0,021899062;-0,035795788;0,335775724;-0,200954665;1,615924926
Algérie;2015;-0,067508166;2,133615437;-0,002914444;0,006636309;0,030081275;0,446374487;-0,006836331;-0,002263991;0,071022397;0,693726144;0,01610965;0,19726307;0,011102475;0,222562435;-0,017008458;-0,007691441;-0,038188508;0,302757835;-0,197489141;1,874875238
Algérie;2019;-0,719061949;0,389507098;-0,002727508;0,021775586;-0,035208093;-0,020457033;0,008114324;0,112521153;0,495534341;0,906261662;0,031014818;0,24978005;-0,01784042;-0,000612544;-0,020238494;-0,016223136;-0,083330327;0,239501869;-0,657377847;-0,243150153
Allemagne;2005;-0,366842351;1,04366488;-0,000646669;0,01821752;-0,034395551;-0,023924516;-0,006176781;-0,001925742;0,270453854;0,972116642;0,008820939;0,148718952;-0,014357765;0,01085179;-0,010345807;0,039378115;0,378558553;1,438929103;-0,582695847;-0,014284704
Allemagne;2010;-0,27098941;1,501544672;0,001727692;0,021117246;-0,030370075;-0,015277332;-0,006246348;-0,000412956;0,083926637;0,543567627;0,016230474;0,230060656;-0,006660304;0,036177312;-0,015104702;0,00897309;0,020995566;0,535505511;-0,323786142;1,273851266
Allemagne;2015;-0,197664951;2,086028659;-0,000476455;0,023761403;0,013831488;0,372509082;-0,006528083;-9,82736E-05;0,147045725;0,706868954;0,025825278;0,325282917;-0,005794203;0,06738;-0,018791878;-0,008209669;-0,000885262;0,311612546;-0,173085678;2,38230738
Allemagne;2019;-0,585900214;1,394775926;-0,001657985;0,025376105;-0,033466571;-0,008100832;-0,00553439;0,009710958;0,221205431;0,770734146;0,016743777;0,25866133;-0,014743672;0,023468316;-0,018187643;-0,008935267;-0,02819884;0,545665364;-0,563811268;0,588215014
Andorre;2005;0,152424452;1,4414159;0,001224836;0,024252463;-0,022747626;0,007879646;-0,005010994;-0,000812745;-0,305766941;0,129000988;-0,013509689;0,017120065;0,011352007;0,093754512;-0,012695436;0,005619244;-0,036551466;0,951565588;0,327966725;1,691558782
Andorre;2010;0,533164211;1,973605194;-0,000321157;0,010612114;0,029247453;0,413171413;0,012714551;0,149453001;-0,293930292;0,261041491;-0,014382354;0,006622869;0,038250068;0,299250603;-0,015072303;0,004309998;-0,134986802;0,086251411;0,785294361;2,28144183
Andorre;2015;0,342608328;2,197365037;-0,000415322;0,0139691;0,043514256;0,562228905;-0,006085861;-0,001489467;-0,197375096;0,380136249;-0,012551147;0,014134828;0,026482704;0,271889082;-0,017261736;-0,006774341;-0,10103361;0,221501428;0,504447015;2,465772797
Andorre;2019;-0,370985114;1,656387185;0,00303585;0,057132864;-0,032504976;-0,009935866;0,015250322;0,185491721;0,093472857;0,813471507;0,024269669;0,295702155;-0,013956111;0,009441805;-0,015180346;-0,001167335;0,010377729;0,826682301;-0,431269323;1,276198731
Angola;2005;-0,43685258;0,9198965;-0,001182069;0,013812492;-0,030545956;-0,000838582;-0,005152002;0,002282259;0,066519633;0,942123045;-0,013825276;0,00763769;0,000373228;0,10476777;0,000854446;0,113993118;0,109143191;1,020783035;-0,499235541;0,187551842
Angola;2010;-0,005958448;2,305883361;-0,00055131;0,021091771;0,061340984;0,657905362;0,028374676;0,245878594;0,010150935;0,808945744;-0,008988604;0,020313655;-0,009837171;0,030929964;-0,01340772;0,012125613;0,031648213;0,847146472;-0,274749975;1,490311678
Angola;2015;-0,34746045;1,85791855;0,00122696;0,021179283;-0,020809742;0,086871457;0,018184293;0,204399133;0,096979537;0,750960973;-0,009925132;0,022772446;0,015619127;0,238671572;0,042564322;0,490767814;-0,031900468;0,411291929;-0,497980862;0,36147542
Angola;2019;-0,509994899;0,813057839;0,005928641;0,075401699;-0,034527314;-0,022138218;-0,006599562;-0,003381617;0,217476887;0,837210462;0,057234607;0,569357263;-0,012107785;0,01797226;0,023670616;0,336331958;-0,000803657;0,702089852;-0,616136271;-0,037205986
Antigua-et-Barbuda;2005;0,403095778;2,015259686;0,000327119;0,019384435;-0,000596967;0,233025217;0,01406353;0,145098327;-0,152079125;0,510564963;-0,017003058;-0,008858882;-0,013098552;0,01579962;0,036992835;0,398738504;0,403349031;1,436359818;-0,134707106;1,578369998
Antigua-et-Barbuda;2010;0,592924973;1,993715296;-0,000491761;0,013376596;-0,013560569;0,085648502;-0,004845284;-0,001604435;-0,321844623;0,115980648;-0,018210996;-0,010694258;0,03778715;0,250127111;-0,013657873;0,004667115;0,062237238;0,763613804;0,668209115;2,239413486
Antigua-et-Barbuda;2015;0,985837199;2,181319544;-0,002606833;0,007119594;0,067082541;0,642788911;-0,002249984;0,024676612;-0,369088302;-0,180615617;-0,015957089;0,003589664;0,070577956;0,396454365;-0,011688533;0,023288777;-0,086487843;0,450575547;1,241571133;2,387653004
Antigua-et-Barbuda;2019;0,369500288;2,110649423;0,008556372;0,083959394;0,067911165;0,860081956;-0,000329571;0,057843609;-0,2499619;0,34379653;-0,014161606;0,020120159;0,034108754;0,282830794;0,058989206;0,64901515;-0,019788218;1,049747119;0,443877657;2,258498665
Arabie Saoudite;2005;-0,265377421;1,600252105;0,00151106;0,025491861;0,00473903;0,285892524;-0,004915087;0,00127929;0,127586135;0,962697784;0,009166455;0,153903031;-0,013480707;0,02028296;0,071701317;0,763859816;0,179633029;1,381887154;-0,427378668;1,055832853
Arabie Saoudite;2010;-0,378608845;2,073488617;0,001048257;0,031834553;-0,00697627;0,169816603;0,008831618;0,122404047;0,13627301;0,808228139;0,000195469;0,030030066;-0,010300691;0,028103783;0,027646648;0,369618545;-0,054503698;0,279470707;-0,312668646;1,602185887
Arabie Saoudite;2015;-0,497291134;1,576343244;-0,001709266;0,020299098;-0,035321345;-0,023975258;-0,006892588;-0,004769004;0,271756008;0,718910466;-0,003369789;0,0216536;-0,015920388;0,007583395;-0,018903641;-0,014521337;-0,074266813;0,333712043;-0,586497344;0,071753751
Arabie Saoudite;2019;-0,502612513;0,795156601;0,004387506;0,05241768;-0,033433698;-0,019259641;-0,007048224;-0,002690991;0,268528422;0,981204065;0,02864507;0,276121048;-0,014484442;0,018096981;0,01383775;0,246873629;-0,085856911;0,27736785;-0,482631104;0,930742718
Argentine;2005;-0,176714507;1,71323926;0,000195521;0,024051284;0,002645767;0,275200369;0,017823845;0,206904498;0,107684858;0,842332508;-0,002038818;0,059809711;-0,012679803;0,008430487;-0,014516372;0,014380447;0,158025021;1,116250108;-0,253053274;1,758433511
Argentine;2010;0,455566795;2,279259584;0,000744797;0,033084856;0,038650704;0,469138362;-0,004900247;0,007654496;-0,155747776;0,477384023;-0,010438905;0,012824964;-0,015373234;0,007638327;-0,015939868;-0,001055095;-0,091637729;0,225315535;0,50347285;2,55907461
Argentine;2015;0,356442517;2,3000211;-0,001420621;0,011940196;0,031928213;0,493354953;-0,002595997;0,022963994;-0,116940981;0,575036889;-0,008252669;0,016528571;-0,01020481;0,021464372;-0,016145875;-0,001506069;-0,080056671;0,265306857;0,473562306;2,669980484
Argentine;2019;-0,286380736;1,985677041;0,002228308;0,061547944;0,021545606;0,465609144;0,001537757;0,077592072;0,21155806;0,904676671;0,042601666;0,437648635;-0,011647947;0,03524521;0,000191541;0,167995898;0,00869768;0,648560007;-0,211628115;2,292868499
Arménie;2005;-0,646500671;0,32260229;-0,004848221;0,002240047;-0,021238537;0,055304004;-0,006160378;-0,001471084;0,18441056;0,690243112;-0,000384731;0,036127077;-0,013589113;0,030704553;-0,01324099;0,006487369;-0,003451547;0,287255643;-0,570958439;-0,015692166
Arménie;2010;-0,18231452;2,088210725;-0,002575422;0,017835138;-0,029351255;-0,002294675;-0,003331777;0,017807691;0,067790838;0,698594589;-0,006978085;0,021173121;-0,01200643;0,02813108;0,027170991;0,380719704;-0,033191185;0,336154843;-0,127611111;2,276413703
Arménie;2015;-0,107838365;2,194861747;-0,00443253;0,00813428;0,000324371;0,298600607;-0,007045934;-0,003859556;0,069145411;0,623903548;-0,002093564;0,04098141;-0,017157088;0,001858461;-0,014992793;0,014526016;-0,070729182;0,157179967;-0,257624235;1,876628729
Arménie;2019;-0,536135468;0,721856931;0,003786979;0,053112803;-0,034262843;-0,02413712;0,009940276;0,143975275;0,111346227;0,62590555;0,023405645;0,254682748;-0,016907324;0,003377959;0,003369582;0,18496727;-0,098154319;0,216869982;-0,396795377;1,119777049
Australie;2005;0,092427798;1,909732249;-0,001672949;0,015240168;-0,016062945;0,084092545;-0,006426488;-0,003012011;-0,15376391;0,425925613;-0,016175634;-0,00339073;-0,006720089;0,041294352;0,02878868;0,379323612;0,070922849;1,137510913;0,193054263;2,279058073
Australie;2010;0,652662761;2,045196241;-0,001303959;0,015815797;0,006272736;0,294493332;-0,004481867;0,005972085;-0,226612223;0,639020477;-0,012900792;0,013267498;-0,000934358;0,056801064;-0,013935379;0,022147756;-0,132863472;0,099643989;0,78877917;2,449495311
Australie;2015;0,069822748;2,001378991;0,001253287;0,017838203;0,019276589;0,422687622;-0,007064348;-0,004522523;-0,163718776;0,316701536;-0,017521896;-0,001439536;0,016186883;0,253222258;-0,012359231;0,025914323;-0,113221568;0,256584051;0,203610062;1,940287057
Australie;2019;-0,563656385;0,862443526;-0,003756857;0,004946206;-0,034691701;-0,01926133;0,013783936;0,166580727;0,061536593;0,68142142;0,017574276;0,23050572;-0,010605401;0,030332975;-0,019132236;-0,014940855;-0,068199503;0,476644461;-0,417762568;1,25360052
Autriche;2005;0,194861492;1,834631077;-0,002971595;0,011774367;0,006073113;0,316461784;0,020345861;0,24229113;-0,062532458;0,738747987;-0,010142381;0,027260527;-0,002911987;0,087093613;0,005579872;0,188742059;0,041989374;1,104646095;0,285806352;2,189811196
Autriche;2010;0,301612562;1,913677014;0,000476071;0,025128103;-0,018389711;0,049620021;-0,003032123;0,025977648;-0,205692882;0,639188604;-0,013052589;0,015681062;0,008280286;0,086976586;-0,015697266;0,011434568;-0,10077754;0,300969783;0,500853011;2,000139253
Autriche;2015;0,53354519;2,333340433;-0,001763033;0,010762604;0,043477617;0,520901919;-0,006467833;-0,00241601;-0,128858446;0,570708628;-0,013675258;0,008638994;0,016940025;0,239797617;-0,01589331;0,008171411;-0,114442217;0,229179849;0,589697048;2,424646809
Autriche;2019;-0,505948769;1,045464106;0,000885569;0,042924005;-0,033118742;-0,019790732;0,005571586;0,106109304;0,203906266;0,799466811;0,015043297;0,181692663;-0,015211531;0,006542184;-0,015898698;0,016665742;0,055812166;1,101042124;-0,464715939;1,205583929
Azerbaïdjan;2005;-0,587307963;0,302138753;-0,000786117;0,020225275;-0,031015578;-0,00870588;-0,006661005;-0,001380428;0,264553026;0,852734261;-0,007092881;0,022022664;-0,007871653;0,035467032;-0,016272507;0,001736951;0,260711818;1,137003892;-0,565922398;0,11790011
Azerbaïdjan;2010;-0,066497512;1,761172625;0,001407044;0,030832288;-0,02623646;0,009700551;-0,003577091;0,012590326;-0,024121201;0,635294064;-0,011748485;0,011917254;0,002700375;0,110169048;0,017302558;0,243882526;0,002044282;0,585641433;-0,152826366;1,500434479
Azerbaïdjan;2015;0,453531979;2,251313631;-0,004262331;0,003805645;0,002899477;0,220858475;-0,006959129;-0,003792999;-0,049415888;0,804551925;-0,010106725;0,016195352;0,026696005;0,300488641;-0,017091102;-0,003991834;-0,033127723;0,48771911;0,361724421;2,576875621
Azerbaïdjan;2019;-0,440635761;1,160561557;0,008865725;0,091645279;0,019564877;0,457405668;0,030495552;0,333755361;0,093006694;0,648411458;0,01371702;0,249953835;-0,009901956;0,035933009;0,038600771;0,489088392;0,03315605;0,933057223;-0,425769747;1,413451105
Îles Cook;2005;0,415153384;1,961189831;-0,001637255;0,020169574;0,009138175;0,27339172;0,000781897;0,046985048;-0,21021526;0,252780609;-0,012095105;0,016810517;-0,011742271;0,018576409;-0,009949672;0,03260819;0,049210061;1,026907207;0,286100779;2,041779208
Îles Cook;2010;0,602175522;2,164208208;-0,001057195;0,0215393;-0,010356359;0,122508641;-0,004611859;0,004296479;-0,33716948;-0,015703405;-0,016206218;0,003704601;0,026342162;0,286392064;-0,010396507;0,017769694;-0,081798459;0,503361535;0,669418373;2,362339158
Îles Cook;2015;0,856046614;2,169965162;-0,004536036;0,007054862;0,020314709;0,26629293;-0,005225874;0,00213997;-0,35288131;0,097443936;-0,014481976;0,014788506;0,103754352;0,642876634;-0,015971827;0,003115772;-0,162147141;-0,085092911;0,977079578;2,502206309
Îles Cook;2019;0,404829417;2,04908183;0,00327267;0,067926206;0,057058836;0,780076337;-0,006459938;-0,001406573;-0,172965243;0,604645422;0,015878861;0,297250202;0,009187033;0,138264625;0,030718458;0,437726874;-0,046563029;0,834615673;0,555133639;2,264487327
Îles Marshall;2005;-0,405437041;1,06005271;-0,000855892;0,017283314;-0,028300313;0,010428517;-0,004120528;0,010026627;0,111394085;0,666155306;-0,013756475;0,008283849;-0,013373165;0,017074288;-0,015111465;0,003834922;0,143733416;0,476457552;-0,451895711;0,537128289
Îles Marshall;2010;-0,241699424;1,156715211;-0,001188517;0,01845681;-0,020121604;0,063134888;-0,003581943;0,008468946;-0,120745139;0,438683151;-0,015877707;0,006694255;0,01804629;0,231535539;-0,015102908;-0,001500303;0,174396882;0,990408813;-0,328290006;0,49770316
Îles Marshall;2015;-0,058408046;1,977982632;0,000303985;0,028741868;-0,004274754;0,197112222;0,010217438;0,131277393;-0,090242912;0,498710488;-0,01445047;0,012850512;0,062414699;0,576935736;-0,009503916;0,055661949;-0,049602603;0,315476676;0,185475423;2,337189515
Îles Marshall;2019;-0,659545209;0,488564197;-0,001326811;0,016418754;-0,032447745;-0,01979309;-0,006112859;-0,002314533;-0,035425579;0,253497946;-0,011998243;0,014640669;-0,00553142;0,035671544;-0,014326517;0,013183069;0,011434605;0,879667743;-0,511165136;0,467621322
Bénin;2005;-0,224026939;1,251193465;0,005497613;0,030777599;-0,029176721;-0,011659922;-0,005419313;0,000594303;-0,007477238;0,752083552;-0,017589502;-0,011162556;-0,005353269;0,036115761;0,036363416;0,38660166;0,203614105;1,462049925;-0,404360759;0,929085245
Bénin;2010;-0,162739863;2,022833246;-0,000764878;0,013340435;-0,0211629;0,04816821;-0,005853265;-0,000376861;0,063259199;0,582419076;0,012858481;0,221563099;0,004018081;0,145954073;-0,014517018;0,003792008;-0,002848124;0,270156111;-0,180472992;1,682556099
Bénin;2015;0,058936783;2,204825413;0,005947704;0,024716125;-0,005971227;0,171037342;-0,006926209;-0,003174336;0,009083151;0,567213794;-0,016668443;-0,000854258;0,025681393;0,263402428;-0,015111046;0,004916836;0,042044644;0,63117693;-0,176219629;1,659956769
Bénin;2019;-0,566910759;0,811889423;0,004361154;0,076453821;-0,034443696;-0,018957731;-0,006822468;-0,00280019;0,329814865;0,869469429;0,052128751;0,517438193;-0,017543243;0,000990031;0,003772738;0,181253754;0,013317008;0,833086135;-0,618324672;0,058252906
Bahamas;2005;0,340970767;2,029738071;-0,000429547;0,017013664;0,000475878;0,232714707;-0,002868049;0,014879802;-0,24145847;0,343800558;-0,007085078;0,071998443;0,00645041;0,059759359;0,011832331;0,224417429;-0,07508953;0,439710614;0,370623244;1,975323594
Bahamas;2010;0,898670888;2,376783913;-0,00189298;0,022799875;0,064508813;0,800895478;-0,006002906;0,000573986;-0,311375985;0,091967491;-0,014760625;0,00444411;0,017821177;0,254323615;0,008710596;0,229822333;-0,152300847;0,003507953;1,118374189;2,743888029
Bahamas;2015;1,175091781;2,402305287;-0,003600352;0,005708021;0,040699066;0,515555957;-0,007219254;-0,004173245;-0,374892026;-0,081580878;-0,019846935;-0,013400031;0,017775794;0,246238108;-0,017842615;-0,00419956;-0,136188265;0,070877109;1,348592215;2,660989719
Bahamas;2019;-0,536839867;0,607124438;0,000614346;0,03337311;-0,03584633;-0,027179711;0,00814423;0,122418483;-0,001950787;0,471134644;0,018633571;0,245363208;-0,010290267;0,041967858;0,027299435;0,348833388;-0,137698407;0,042957919;-0,427200609;0,923196564
Bahreïn;2005;-0,474953558;0,821263149;-8,17895E-05;0,022598244;0,01041746;0,251904236;0,015387448;0,119518917;-0,054055515;0,558265876;0,025091923;0,276935364;0,002674296;0,041210454;-0,013771826;0,004822959;0,033942864;0,773616188;-0,39574813;0,781930807
Bahreïn;2010;-0,302120196;1,393994989;-0,000773137;0,012958788;-0,013055618;0,096700824;-0,003696633;0,005188523;-0,067643085;0,583273026;-0,010205293;0,016223703;0,023516837;0,242044204;-0,005156071;0,057371708;-0,013110671;0,579698078;-0,297611924;1,14589398
Bahreïn;2015;0,081905136;1,913605816;0,002213829;0,035904656;0,000295719;0,176492404;-0,006734378;-0,002927971;-0,061329367;0,680378221;-0,008422328;0,034163015;0,054795082;0,473766442;0,03902801;0,439736;-0,065287939;0,419013484;0,132211707;1,989977036
Bahreïn;2019;-0,391637895;1,049079237;-0,000707145;0,030559924;-0,028639334;0,009161698;0,003700163;0,084402169;0,154644135;0,960781507;0,026298679;0,260160261;-0,011737785;0,020744353;-0,017162658;0,004548628;-0,011260901;0,777493015;-0,347087764;1,448178296
