Pays;Annee;actu_moyenne;actu_top3;consulat_moyenne;consulat_top3;guides_moyenne;guides_top3;loisirs_moyenne;loisirs_top3;politique_moyenne;politique_top3;religion_moyenne;religion_top3;reservations_moyenne;reservations_top3;sante_moyenne;sante_top3;stats_moyenne;stats_top3;tourisme_moyenne;tourisme_top3
Lettonie;2019;-0,164293799;1,784789875;0,00267288;0,054036002;0,03571731;0,575389716;0,048090419;0,481030796;0,144186592;0,949704024;0,030664006;0,356488488;-0,008503545;0,053576989;-0,011858998;0,032708209;0,031327507;1,028486241;-0,096335353;2,006873909
Liban;2005;-0,41372869;1,278206085;-0,003085945;0,012588108;0,031404733;0,486795253;-0,004309401;0,009628044;0,134346709;0,702524343;0,012391537;0,16393448;-0,015461912;0,007104876;0,032139405;0,391827517;-0,006364855;0,477276083;-0,407785562;1,101491492
Liban;2010;-0,331723799;1,757801678;-0,002893487;0,013775627;-0,032989716;-0,019874667;-0,006760663;-0,001830042;0,318844948;0,930203651;0,034962879;0,322206161;-0,01385075;0,014993104;-0,018146715;-0,008379492;0,077888123;0,75482418;-0,521210397;0,83405815
Liban;2015;-0,216474063;2,158882087;-0,004365801;0,004725799;0,009999143;0,337617332;-0,007096155;-0,004196435;0,256206543;0,887038793;-0,001794568;0,037995559;-0,019969761;-0,012385596;-0,015392064;0,005131221;-0,006751665;0,40405689;-0,357328966;1,620170989
Liban;2019;-0,67646442;0,713998789;0,002204173;0,060234652;-0,035990975;-0,024712073;0,009611431;0,136551016;0,364864086;0,753527482;0,022929154;0,185933631;-0,015456288;0,005703599;0,010371088;0,239075712;-0,085871036;0,201610468;-0,674185125;-0,428077471
Liberia;2005;-0,453482336;1,73091599;0,001259183;0,02154505;-0,000999291;0,24140426;-0,00622777;-0,001098562;0,170854369;0,757924767;0,008499272;0,167949948;-0,008114887;0,025804646;-0,016895943;-0,004360748;0,146719152;1,360437348;-0,452581932;1,247971834
Liberia;2010;-0,089219825;2,23716702;-0,001919297;0,012635429;-0,030817615;-0,000323459;-0,006428862;-0,001816614;0,000243893;0,585418487;-0,011821722;0,018717963;-0,005650958;0,04658534;-0,018561207;-0,011556275;-0,001164431;0,589760142;-0,413885972;0,580274702
Liberia;2015;-0,411967184;1,0855396;0,002671252;0,021313312;-0,013671241;0,099849989;-0,006394873;-0,002386594;0,210738383;0,836177683;-0,010225137;0,015613326;0,019471983;0,239147782;0,0511439;0,469318519;0,023772693;0,598772425;-0,494054491;0,359255133
Liberia;2019;-0,498342658;1,183059772;0,00774851;0,078181763;-0,034116245;-0,019073327;-0,005926409;-0,001747961;0,086807391;0,634864077;-0,006795572;0,036954696;-0,006097288;0,041346974;0,068864632;0,611511046;-0,067387624;0,518222645;-0,485882142;0,868654997
Libye;2005;-0,135153961;1,475554329;-0,003536294;0,006588085;-0,019767181;0,033670335;-0,001914537;0,017586128;0,063972506;0,880480722;-0,01057805;0,015104766;-0,0108599;0,021895794;-0,01313476;0,006150344;0,213511864;1,437472638;-0,164871531;1,320305969
Libye;2010;-0,173257868;1,994157329;0,001003497;0,016945322;0,039068787;0,534921375;-0,006002966;0,000760438;0,066263484;0,736054924;-0,003006209;0,035353756;-0,010999356;0,013619389;0,035024896;0,414779702;-0,014262785;0,426318528;-0,431780087;0,750202269
Libye;2015;-0,434473489;1,577826382;-0,00612406;-0,003038841;-0,034698763;-0,011534025;-0,006554761;0,001175332;0,428817608;1,007331155;0,027994373;0,235326221;-0,019690645;-0,01063536;-0,018062184;-0,006011512;-0,026554911;0,23399773;-0,643122541;-0,100591516
Libye;2019;-0,658641201;0,595347168;-0,000272329;0,038064926;-0,037189726;-0,032556593;-0,007641637;-0,005970316;0,53535499;0,93096052;0,039353571;0,24420192;-0,017585956;-0,002777927;-0,001441734;0,127844858;-0,072350497;0,202526256;-0,683127504;-0,419263984
Liechtenstein;2005;0,154677286;1,703915703;0,000279006;0,017662085;-0,010759677;0,096094677;-0,003497757;0,001248287;-0,099269;0,564003441;-0,012764865;0,013986063;0,036754946;0,260349304;-0,012633402;-0,005390214;0,042137022;0,572098447;-0,100147996;1,691071059
Liechtenstein;2010;-0,23259554;0,92307382;0,001478854;0,028241156;-0,029989528;-0,008025368;-0,005254872;0,000510653;-0,075244559;0,651650268;-0,012192108;0,021392775;0,000891149;0,092742722;-0,012579155;0,014408166;0,06178966;0,979257426;-0,119936919;1,278694749
Liechtenstein;2015;-0,059716842;1,384829234;-0,002078894;0,016070662;-0,002877168;0,17828986;0,02908622;0,289185674;-0,213057101;0,111439343;-0,013738596;0,01429075;0,05695106;0,488703708;-0,014145208;-0,003059879;-0,050083878;0,656418398;0,118784615;1,722009541
Liechtenstein;2019;-0,613413869;0,981269129;0,002593936;0,030065412;-0,032506458;-0,017590877;0,064121205;0,699335785;0,021045241;0,462062278;-0,013132969;0,00646549;-0,004300857;0,046455123;-0,006032418;0,082843677;0,021511245;0,788252443;-0,472139325;1,084240365
Lituanie;2005;-0,123030219;1,552774414;-0,001500529;0,014089549;0,006962368;0,271475473;-0,00523545;-0,001182461;-0,040178056;0,761025369;-0,008707878;0,022310313;-0,001343819;0,087799376;-0,012339756;0,012335299;0,068584409;0,791283045;-0,083483046;1,617043024
Lituanie;2010;0,185136927;2,319248463;0,004535512;0,058135241;-0,023987012;0,005787533;-0,005407282;7,6027E-06;-0,039684865;0,660520037;-0,010312128;0,017619913;-0,012222273;0,019432912;0,017976576;0,287800205;0,01590001;0,475390936;0,170932153;2,447519265
Lituanie;2015;0,02815344;2,156817796;-0,001508129;0,01207269;0,051657351;0,568306923;-0,004677448;0,00773245;-0,058247737;0,679910271;-0,012094649;0,020637651;0,017681727;0,250124212;-0,016190703;-0,002782402;-0,058754176;0,410129408;0,161486543;2,403268031
Lituanie;2019;-0,108093563;2,053705896;-0,000456952;0,032100939;-0,031905622;-0,014911259;0,035225861;0,340305983;0,130807477;0,878009785;0,028022825;0,333520356;-0,01158213;0,01732978;-0,013220369;0,029804137;-0,037314574;0,556757045;-0,091335722;2,261887561
Luxembourg;2005;-0,270297941;1,518505646;0,006734616;0,037459098;-0,028281774;-0,010149598;-0,00363576;0,001221775;-0,000567855;0,844126993;-0,011701797;0,010450675;-0,002727863;0,035431795;-0,006948956;0,027217787;0,035090656;0,515988338;-0,237743265;1,570797101
Luxembourg;2010;-0,148667236;1,573569523;0,006437152;0,024138792;-0,029403452;-0,012966812;-0,00188458;0,016245101;-0,131402276;0,327572687;-0,011930888;0,015037436;-0,003813433;0,051682477;-0,014302774;-0,00313211;-0,0165742;0,429492954;-0,223716622;1,565622848
Luxembourg;2015;-0,026427047;1,714256852;0,008678823;0,028022608;0,031596815;0,5583724;-0,003593748;0,007566604;-0,086112415;0,631618868;-0,015586263;0,003888135;0,03248193;0,401355771;0,007196149;0,207513232;0,02233935;0,678359999;0,019837764;1,925172169
Luxembourg;2019;-0,534249781;0,942082261;0,005202152;0,041710549;-0,032094236;-0,013225492;-0,004978426;0,016896645;0,078326212;0,733967481;0,027283948;0,342096623;-0,010287632;0,034232795;-0,016111833;0,006261293;-0,014419171;0,521607769;-0,433261504;0,967374491
Macédoine;2005;-0,03850328;1,516605088;-0,002277647;0,026910365;-0,016914088;0,046005791;-0,004514617;0,004098235;0,050258547;0,88775184;-0,012612241;0,002235217;-0,010763371;0,033878801;0,002198606;0,067782187;0,061156598;0,702389368;0,020770537;1,717671083
Macédoine;2010;0,402750074;2,149521344;-0,004224879;0,007185478;-0,021548725;0,029628702;-0,003628105;0,0103674;-0,05180218;0,686021442;0,014515834;0,205454021;-0,007085598;0,031044925;-0,001494283;0,049644591;-0,038248742;0,34188523;0,274430971;1,807920365
Macédoine;2015;0,894391366;2,335103298;-0,004223233;0,003567219;0,049982939;0,565672652;-0,005582305;0,00395297;-0,230817285;0,406413618;-0,014247811;0,001702059;-0,006987701;0,039297486;-0,013862124;0,022511981;-0,14619737;0,004184013;0,597981066;2,53811019
Macédoine;2019;-0,443846039;1,430388121;-0,00042841;0,038451035;0,028753701;0,522650877;-0,006131411;0,000553885;0,37895982;0,9702323;0,02414731;0,279288921;-0,014684429;0,018378201;-0,01770821;-0,00527744;0,079820797;0,950141229;-0,456220365;1,47084674
Madagascar;2005;0,053115053;2,058103953;0,005851733;0,038306266;0,050405864;0,649736459;-0,006339841;-0,002538115;0,013482074;0,849516457;-0,014537739;0,001685045;0,010915579;0,230821027;-0,0054023;0,080221632;0,217727792;1,462667425;0,042939267;2,213947626
Madagascar;2010;0,600950615;2,343841318;0,002328902;0,027503814;0,000420519;0,190002261;-0,006442546;-9,13683E-06;-0,1417136;0,453872908;-0,010831851;0,026844893;-0,014835012;0,001807251;-0,006715059;0,032861512;-0,038374254;0,527063324;0,4749592;2,658149394
Madagascar;2015;0,167248263;2,265546086;-0,004623376;0,003867703;0,014079521;0,323180155;-0,006694507;-0,000557995;-0,075239763;0,452453877;-0,012402443;0,008628058;0,003000182;0,156536063;-0,01314549;0,017405845;-0,11322266;0,129288212;0,044049052;2,135793408
Madagascar;2019;-0,309649703;2,00346892;0,004742499;0,04838908;-0,02427244;0,050075842;-0,006279204;0,00236015;0,068620481;0,564199975;0,034873948;0,37710151;-0,010445438;0,037188077;0,000987131;0,154848517;-0,068953582;0,29099404;-0,200540774;2,078688282
Malaisie;2005;0,482457431;2,312817492;-0,002758458;0,013535555;0,14251766;1,377412398;-0,005386872;0,001018218;-0,119771968;0,67155896;-0,015202107;0,002146748;-0,010433673;0,020012358;0,016793485;0,27448053;0,023054355;1,11553389;0,524728845;2,263280091
Malaisie;2010;0,870045774;2,233683937;-0,001368376;0,013157397;0,097481727;1,003415868;-0,006904293;-0,004881218;-0,258396794;0,337304055;-0,015290711;0,00321123;-0,009515585;0,024783789;-0,009941693;0,047388761;-0,117211517;0,248764458;0,993426075;2,437075162
Malaisie;2015;0,374987948;2,222887731;-0,00198723;0,015063133;0,024511385;0,41333469;-0,006334319;0,000959345;-0,135849618;0,66135564;-0,013442819;0,016521135;0,031529944;0,409979661;-0,015519735;0,007711261;-0,084744277;0,262766694;0,499851722;2,612486682
Malaisie;2019;-0,258789298;1,808027096;-0,002874289;0,008009938;-0,032330697;-0,024100989;0,011536897;0,157318222;0,039465863;0,677656237;0,027847208;0,307126483;-0,010227952;0,041034122;-0,017185013;0,001318474;-0,123432764;0,156630508;-0,104053039;2,260840237
Malawi;2005;-0,034877722;1,521221379;-0,002730206;0,015963579;0,020939958;0,395039295;0,000640294;0,037537574;-0,145217892;0,643151512;-0,013652878;0,015981898;-0,005435788;0,036932662;0,040565688;0,421963335;-0,002713717;0,803146583;-0,028120353;1,592582246
Malawi;2010;0,121431808;2,027161201;-0,003843012;0,004381595;-0,02284205;0,029510756;0,040801668;0,338497689;-0,150219577;0,466051341;-0,014476267;0,010036173;0,001944971;0,074674658;-0,013265002;0,00933779;-0,006596181;0,570534278;-0,102004738;1,614267439
Malawi;2015;0,415360546;2,350349088;0,006254356;0,062113051;-0,00366042;0,17817021;-0,004652634;0,007554418;-0,095919681;0,67030097;-0,003694661;0,07743901;0,016474988;0,274488577;0,013910344;0,231370417;-0,07475588;0,246374581;0,603551236;2,723416487
Malawi;2019;-0,045551758;2,240396111;0,008432854;0,082242805;-0,020824308;0,092829666;-0,006312794;-5,60467E-05;-0,03366152;0,662249526;0,013292791;0,258622589;-0,008685981;0,035690034;0,059676909;0,670976833;-0,006021556;0,84662844;-0,050580331;2,630341861
Maldives;2005;0,990756445;2,358667307;-0,003158088;0,006804118;0,074502684;0,883269609;-0,005711326;-0,000707516;-0,330128331;0,03203498;-0,01813791;-0,01046336;0,001288345;0,049637834;-0,014914612;0,00060077;-0,053359288;0,811177212;1,194527882;2,584024413
Maldives;2010;1,262595165;2,395222377;-0,001036596;0,023759919;0,047581124;0,580428971;-0,004811164;0,009898635;-0,328805719;0,177019845;-0,016788234;0,002847053;0,025700778;0,259787272;0,044096815;0,470362672;-0,16462966;-0,102465628;1,276085936;2,724991995
Maldives;2015;1,31639477;2,372689571;-0,003161427;0,011653406;0,040873556;0,473020324;-0,006986938;-0,00418738;-0,364155211;-0,007620866;-0,015997063;0,004641043;0,031981312;0,300902167;-0,016679949;-0,001388776;-0,172358873;-0,158747365;1,610911634;2,748054853
Maldives;2019;0,684767716;2,199720148;0,00031769;0,044086225;0,032231605;0,485970931;-0,005395525;0,013990112;-0,222849724;0,514834361;-0,017517311;-0,006134683;0,014324435;0,215771235;0,003120828;0,181454293;-0,162022772;-0,092192653;0,900477022;2,55403167
Mali;2005;-0,287610286;1,382684882;0,000885961;0,021817059;-0,023507805;0,015527905;-0,000759926;0,029592067;0,034394298;0,772196906;-0,009157125;0,019163054;-0,008897551;0,043754504;-0,004742101;0,058643319;0,087447979;0,911489269;-0,457944524;0,380183218
Mali;2010;0,171691951;2,297160997;0,001769559;0,025059546;0,066864813;0,692283694;-0,00621731;-0,001237323;-0,032429285;0,422889907;0,024073317;0,277338984;-0,0147416;0,008934778;-0,004585731;0,069197486;0,006636437;0,562638805;0,036599183;2,635379128
Mali;2015;0,022004509;2,203032555;-0,001065526;0,013316896;0,043813633;0,557161479;-0,002098445;0,029163663;0,120101163;0,675912357;-0,014431974;0,001385632;0,015400531;0,237907636;-0,013095416;0,029526469;0,057562199;0,951024499;-0,356293461;0,878359714
Mali;2019;-0,752322388;-0,021387444;-0,004070543;0,006966771;-0,034624923;-0,016744902;0,004675542;0,089498865;0,408093713;0,823413979;0,033942593;0,245784371;-0,017254018;-0,000598362;-0,019312605;-0,015028252;-0,056102773;0,452563402;-0,710105322;-0,655748159
Malte;2005;0,017619243;2,21944;0,0017526;0,03961416;0,068714317;0,847145448;-0,004392237;0,00737465;-0,097051393;0,335865884;-0,010432187;0,00911017;-0,006047082;0,037950051;-0,012052135;0,007498129;-0,033423175;0,189462694;0,182650022;2,31346546
Malte;2010;0,538383447;2,337839044;-0,001015783;0,021262036;0,100733341;0,968493915;-0,005216619;0,002455864;-0,219047143;0,331593687;-0,012704413;0,012838692;-0,004063615;0,038486109;-0,005837852;0,041320491;-0,074712847;0,203287262;0,661395268;2,54224644
Malte;2015;0,98439703;2,326265659;-0,003383246;0,006504259;0,035318481;0,47543407;-0,007004954;-0,003045447;-0,336269794;0,09433685;-0,012571235;0,021011442;0,009824573;0,10697581;-0,016526776;-0,002573588;-0,157336782;-0,059251213;1,067187272;2,400735499
Malte;2019;0,327039906;2,076042301;-0,002617148;0,019007594;0,014890868;0,372356187;-0,007383988;-0,005106652;-0,128490429;0,5511781;0,022915278;0,273521288;-0,010490253;0,020194534;-0,015974615;0,002588382;-0,081193838;0,512765006;0,448237082;2,257059694
Maroc;2005;-0,245078815;1,097326643;-0,000902347;0,010447796;-0,025138006;0,023714354;-0,005249323;0,002967788;0,060681722;0,790319199;-0,01367083;0,001681805;-0,007438344;0,053614285;0,038629221;0,402706369;0,114630689;0,722858552;-0,365511825;1,025863492
Maroc;2010;0,331610831;2,238442735;-0,000883001;0,014418312;-0,017124382;0,064991468;-0,00383667;0,01246772;-0,014632967;0,656852984;-0,010135673;0,02488386;-0,009292466;0,04469775;-0,012784314;0,011979575;-0,005849564;0,268713369;0,2447033;2,574917295
Maroc;2015;0,053684371;2,17180665;0,002465065;0,019939466;-0,019674513;0,086134112;0,00781198;0,132948088;-0,040442564;0,550683428;-0,013096092;0,019930403;-0,007249639;0,063005121;-0,013922375;0,020982339;-0,041455228;0,459038107;0,050913882;2,429562583
Maroc;2019;-0,48527397;1,533295501;0,002441368;0,047829477;-0,015912784;0,131029237;-0,006946939;-0,003411236;0,164367781;0,79416839;0,02604248;0,284543774;-0,013242688;0,017260999;0,006496294;0,182322626;-0,02890369;0,719292973;-0,452230237;1,118933452
Mauritanie;2005;-0,145536887;1,486973537;0,001899411;0,03030853;-0,02479586;0,020642154;-0,002517326;0,016148817;0,162440444;0,891520045;0,028814683;0,297918547;-0,01168535;0,010707236;-0,016372159;-0,004322559;0,244928279;1,417735586;-0,397387933;0,99907632
Mauritanie;2010;-0,284671369;2,130616341;-0,000254423;0,017188365;-0,027686957;0,014885689;-0,005902727;0,000722358;0,114916822;0,615450113;-0,011088547;0,010260283;-0,013038704;0,00963873;-0,012495437;0,027039016;0,097565172;0,727943821;-0,353670501;1,737738878
Mauritanie;2015;0,378360712;2,279192254;-0,002367475;0,010430305;-0,014330166;0,110267697;-0,005576179;0,002209436;-0,029549106;0,674858372;-0,012483999;0,011799457;0,019068851;0,235768914;-0,018597914;-0,009873799;-0,03241043;0,571677139;0,084316744;2,462146589
Mauritanie;2019;-0,404864026;1,553508565;0,0081619;0,078374557;0,025396952;0,493774499;-0,006793123;-0,003353151;0,199877422;0,902939147;0,049356701;0,522639646;-0,011909515;0,028151021;0,042983308;0,515827988;0,079390064;1,105780407;-0,37751712;1,785271733
Mexique;2005;0,178660012;1,913992008;-0,00164684;0,013707091;0,022192893;0,361400843;-0,00546549;0,001479674;-0,115569986;0,457793186;-0,014431879;4,26123E-06;0,007353946;0,198165823;-0,011682036;0,023927551;0,026911169;0,90255865;0,318964461;2,032197507
Mexique;2010;0,812919071;2,406392766;-0,001907339;0,023224422;0,013916682;0,374204693;-0,004974619;0,010291213;-0,188825409;0,575315296;-0,01092801;0,017021986;0,010750119;0,216816494;0,014110478;0,285114001;-0,088352366;0,448408694;0,923045478;2,772782176
Mexique;2015;0,059470573;2,319365556;-0,003016447;0,006566951;-0,028703731;0,001669085;0,008716898;0,13411763;-0,057999245;0,566192272;-0,009671161;0,027892441;-0,013849093;0,006873409;-0,017382107;-0,004333129;-0,098510374;0,157901964;0,162519891;2,613679746
Mexique;2019;-0,401943788;1,855916096;-0,001268735;0,009012307;-0,035061662;-0,018200995;0,030741185;0,322766815;0,120546953;0,674483537;0,025773208;0,296113718;-0,01226435;0,011617116;-0,017788968;-0,000359514;-0,114962141;0,089152006;-0,353100945;1,893357832
Micronésie;2005;0,143847726;2,101492634;-0,002641422;0,006937567;-0,01458621;0,080630929;-0,000389226;0,026690315;-0,142438493;0,560637147;-0,012677831;0,016384119;-0,010124525;0,019446002;-0,007228669;0,042606084;0,103009978;0,794019677;0,043058683;2,118563805
Micronésie;2010;0,283195283;2,111716499;-0,004253794;0,006781638;0,010763658;0,293045451;-0,004112137;0,003485204;-0,278448158;0,32698974;-0,015471663;-0,001801918;-0,002073224;0,068758178;-0,004913846;0,069440868;0,030450473;0,966884527;0,328439882;2,200093882
Micronésie;2015;0,257224611;2,050696638;-0,002849133;0,014190001;0,002427665;0,165288735;-0,005436074;-0,000516847;-0,230528388;0,170999051;-0,01343087;0,009466031;0,027288167;0,323427659;-0,013792783;0,01148681;-0,095416697;0,441295856;0,386717069;2,26647725
Micronésie;2019;0,047227458;2,068106519;0,004089967;0,053131527;0,163458377;1,548722155;-0,003783675;0,016788452;-0,112705231;0,60835914;0,016428757;0,261869618;0,033030398;0,326565236;0,007266555;0,193035572;-0,041542918;0,66289501;0,136229791;1,932064329
Moldavie;2005;-0,289006894;1,484569513;-0,002351232;0,010262648;-0,014517204;0,112568972;-0,005052585;0,000807598;0,069591356;0,997877721;-0,010362404;0,018772669;0,016326475;0,233138868;-0,016098319;-0,003911648;0,10199266;0,796924567;-0,189314694;1,743469336
Moldavie;2010;-0,370307303;1,423513988;0,003338137;0,031173873;-0,028004092;0,008461374;-0,005935006;7,90678E-05;0,158177444;0,78045328;-0,006650944;0,030929995;-0,006228558;0,074679971;0,020993752;0,295733306;0,015300874;0,412512508;-0,405708315;0,620120244
Moldavie;2015;-0,446268481;1,515711223;-0,002733798;0,011208775;-0,01039857;0,132418713;-0,006157118;0,000502517;0,046118731;0,806034862;0,022934623;0,320441541;0,016678579;0,259576773;-0,012918331;0,022448491;-0,09495326;0,218008673;-0,39433513;0,558585135
Moldavie;2019;-0,637441544;0,143858951;0,004949498;0,069264383;-0,034027787;-0,017409349;0,016514553;0,192995876;0,302275677;0,911143849;0,029723006;0,322779108;-0,014490244;0,007590168;-0,019114723;-0,011431642;0,007794808;0,645368084;-0,603236587;0,036452635
Monaco;2005;-0,347997417;1,545483802;0,003573561;0,023670732;-0,026939372;0,000733514;-0,005283034;0,003326251;0,072422396;0,694114913;0,021397158;0,296875888;-0,010008686;0,01391259;-0,016237986;-0,005919094;-0,001355247;0,397716445;-0,175723189;1,829207032
Monaco;2010;-0,269556964;1,688588155;0,002531457;0,02688057;-0,026608129;0,007959884;0,008335044;0,116437381;-0,160807358;0,254158185;-0,010774292;0,003341211;-0,003560426;0,025202491;-0,014730625;0,00515363;-0,086238858;0,277210622;-0,171779981;1,320106067
Monaco;2015;-0,086772224;2,00758577;0,001054972;0,018660583;-0,029526987;-0,008503268;0,017436417;0,167678902;-0,155141473;0,176387596;-0,014323524;0,008493941;-0,011743705;0,00929755;-0,016196416;-0,000323967;-0,108002164;0,125977588;-0,15718303;1,217482017
Monaco;2019;-0,61961454;0,538658114;0,000645029;0,044863893;-0,033670782;-0,017936299;0,025662445;0,262303124;-0,106141639;0,419027897;-0,006715895;0,029151959;-0,002839986;0,051326749;-0,01168082;0,028953692;-0,110253069;0,282700783;-0,521912626;0,165576537
Mongolie;2005;0,048210946;1,778822535;-0,003010609;0,015993481;0,002139809;0,244712703;-0,005094997;0,002386163;-0,094032052;0,689582126;-0,01155648;0,020000567;-0,002687023;0,090495224;-0,011115528;0,0230678;0,032827069;1,070318256;0,115657616;1,845179692
Mongolie;2010;0,408812241;2,297934743;-0,003250331;0,011612193;0,024059928;0,432982304;-0,005575106;0,002855404;-0,237536427;0,249212215;0,008214235;0,202147064;-0,003949876;0,054150398;-0,011694884;0,022466441;-0,085581365;0,302245634;0,565279615;2,37833412
Mongolie;2015;0,693933707;2,376432675;-0,004631895;0,00435876;0,01588338;0,393431748;-0,005178083;0,012959117;-0,255634183;0,204480988;-0,015582729;0,007505344;-0,006268306;0,064717888;-0,014543211;0,011712685;-0,075386161;0,426119463;0,800186941;2,594844736
Mongolie;2019;0,272548306;1,986442725;-0,000270487;0,024236688;-0,027044346;0,009274765;0,015924031;0,18498742;-0,108587852;0,579019459;0,013469327;0,243083046;-0,005029573;0,063611318;-0,014920434;0,007080484;-0,081809146;0,443202016;0,426935421;2,099976134
Monténégro;2005;0,226083208;1,721185774;-0,001239339;0,013853096;-0,0269835;-0,002422811;0,059820188;0,552222797;-0,003679184;1,036339007;-0,012523599;0,014329132;-0,005287956;0,037416133;0,011365248;0,177508044;0,080695077;0,895836186;0,045618341;1,815340165
Monténégro;2010;1,100162407;2,380051985;-0,002598805;0,008695116;-0,014997911;0,052352572;-0,005317096;0,00062939;-0,296215648;0,308774856;-0,015101491;0,007679984;0,002407566;0,083058835;-0,015149417;6,32974E-05;-0,141107804;0,065969589;1,188544309;2,590278907
Monténégro;2015;0,981700356;2,395220277;-0,00393863;0,008203661;0,053641974;0,651964324;-0,006221805;-0,001597474;-0,295245685;0,320453889;-0,016266286;0,004236682;0,023305477;0,267221472;-0,014748593;0,016809352;-0,158934873;-0,044679962;1,229427293;2,687666889
Monténégro;2019;0,648482121;2,226322121;0,001557206;0,060007446;-0,013942801;0,118375446;0,031268214;0,340419984;-0,159026988;0,807430538;0,020530448;0,31091645;-0,010204823;0,034248196;-0,013660103;0,03134311;-0,034227051;0,940436978;0,817049078;2,638508653
Mozambique;2005;0,375692754;2,295972865;-0,003510462;0,005472122;0,075236607;0,804551434;-0,00279007;0,013498435;-0,151356887;0,601964703;-0,009404538;0,027597847;-0,00398645;0,04210912;-0,009144582;0,029192057;0,010060931;0,869753338;0,191713916;2,456597026
Mozambique;2010;0,657978122;2,399994946;-0,002338128;0,010459121;-0,008579189;0,135919039;-0,00472189;0,002271025;-0,133451667;0,514811667;-0,011602838;0,033030065;-0,011757222;0,025061431;-0,003298442;0,063932511;-0,056092096;0,345728956;0,543910469;2,622298288
Mozambique;2015;-0,030662145;2,336761986;0,002358226;0,031414599;0,023066724;0,464525382;-0,004274122;0,01553888;0,053877031;0,794019629;-0,016314374;-0,002670636;-0,009021977;0,046327869;-0,016320973;0,006129044;0,017524442;0,623846728;-0,067322976;2,543694321
Mozambique;2019;-0,450855989;1,838464461;0,005681364;0,076168485;0,02560936;0,526760707;0,005819321;0,113310945;0,154247438;0,660591802;0,023189879;0,30515025;-0,0095323;0,044034972;0,022525299;0,361096495;-0,034665121;0,589142228;-0,461250529;1,235789999
Népal;2005;-0,020020682;1,530862298;-0,002887791;0,00824158;-0,020291748;0,04935219;-0,006337622;-0,00324049;-0,031369516;0,862403695;0,034063844;0,317834744;0,017452542;0,208206422;-0,015762513;-0,004144705;-0,060634036;0,100742095;0,188772815;1,914529836
Népal;2010;0,618572286;2,283669426;-0,00234866;0,010350667;-0,008412893;0,139914819;-0,005241023;0,0027739;-0,163036771;0,583483408;-0,013875443;0,009198917;-0,005079695;0,048064163;-0,013318185;0,013960901;-0,099188093;0,195117908;0,764570287;2,531360891
Népal;2015;0,315601785;2,203726876;0,000411362;0,019391228;0,036745644;0,540021691;-0,00737822;-0,004548798;-0,181843642;0,281818375;-0,013903247;0,004808376;0,015934016;0,286071826;-0,012491316;0,028742297;-0,10133893;0,220341675;0,43634649;2,436177359
Népal;2019;-0,182915175;1,980374585;-0,003042902;0,014277858;-0,023947085;0,005009114;-0,006521568;-0,003201575;-0,055035748;0,64345548;0,049519167;0,52141801;-0,005646018;0,041820774;-0,017412541;-0,00710668;-0,11964097;0,103934054;-0,09668729;2,179345893
Namibie;2005;0,962792219;2,364387853;-0,004796501;0,002244419;0,037563587;0,527114179;-0,002501513;0,016209805;-0,299146269;0,361285626;-0,017247621;-0,004093998;-0,003210477;0,041211252;-0,011804947;0,005017495;0,028559084;1,26228793;1,11400477;2,707284327
Namibie;2010;1,141394032;2,398203593;-0,003421642;0,008706294;0,070046183;0,850744158;-0,004315756;0,005266442;-0,280278617;0,515869888;-0,017782529;-0,005343192;-0,007948567;0,047661314;-0,012653075;0,018906835;-0,123302707;0,20553876;1,330253995;2,718617168
Namibie;2015;0,945933394;2,351806715;-0,004496414;0,009790311;0,064784823;0,76218431;-0,007022117;-0,003662462;-0,270514164;0,36717658;-0,018929812;-0,01041244;0,011385533;0,24857446;-0,013770122;0,021393882;-0,140223268;0,063869018;1,186049535;2,678240889
Namibie;2019;0,472716796;2,089182431;-5,3527E-06;0,041681815;-0,017483072;0,107421313;0,012828168;0,175551115;-0,173095746;0,446288802;0,01916848;0,32696393;-0,01375287;0,020893585;0,004396553;0,177047142;-0,074932073;0,554190726;0,693518175;2,523413491
Nauru;2005;-0,275953951;1,482757052;-0,001269387;0,009232142;-0,029071062;-0,00010373;-0,001630341;0,028731372;-0,062912208;0,582324099;-0,014650292;4,80636E-05;-0,00378623;0,056478964;0,020605609;0,225083383;0,197697511;1,191209244;-0,479971834;0,064202031
Nauru;2010;-0,089887403;1,68943343;-0,001241916;0,012546556;-0,017755902;0,071506825;-0,003565706;0,009326113;-0,189747914;0,454948438;-0,014699097;0,018274381;0,005564727;0,088547674;-0,013268238;0,012967891;0,087253227;0,729019555;-0,21791724;1,267262526
Nauru;2015;-0,003746083;1,696703275;-0,001561071;0,01228037;0,00862027;0,240630814;0,001879995;0,044746386;-0,150650141;0,309745721;-0,014154658;0,008217161;0,096132683;0,625869879;-0,01701099;-0,006189234;0,047364461;0,658509385;0,082014785;1,866582638
Nauru;2019;-0,495562996;1,220570233;0,001567078;0,039520561;-0,031418739;-0,016099217;-0,005954468;-0,00110935;0,044077172;0,510270283;0,019462789;0,253000576;-0,007802507;0,029788806;0,038739522;0,450272162;-0,04036068;0,580107881;-0,498353879;0,621938071
