,Pays,Annee,Type_contenu,Prox_moyenne,Moyenne,Ecart_type,prox_harmonisee
1443,Guinée-Bissau,2019,reservations,-0.009788326902675799,-0.008707657162359852,0.01179742482717114,-0.045801086090712415
1444,Guyana,2019,reservations,-0.008403480157138704,-0.008707657162359852,0.01179742482717114,0.012891669566759377
1445,Géorgie,2019,reservations,-0.014755666270368534,-0.008707657162359852,0.01179742482717114,-0.2563275120041138
1446,Haïti,2019,reservations,-0.014589365403397114,-0.008707657162359852,0.01179742482717114,-0.24927932693797952
1447,Honduras,2019,reservations,0.0073641890775675125,-0.008707657162359852,0.01179742482717114,0.6811590866386207
1448,Hongrie,2019,reservations,-0.014206723067895598,-0.008707657162359852,0.01179742482717114,-0.23306212949416802
1449,Ile Maurice,2019,reservations,-0.012603016144179344,-0.008707657162359852,0.01179742482717114,-0.1650936131776796
1450,Inde,2019,reservations,-0.01597112403988412,-0.008707657162359852,0.01179742482717114,-0.3078412019543229
1451,Indonésie,2019,reservations,-0.017286110757103398,-0.008707657162359852,0.01179742482717114,-0.3635731407665405
1452,Irak,2019,reservations,-0.01734918636731272,-0.008707657162359852,0.01179742482717114,-0.3662464195173426
1453,Iran,2019,reservations,-0.01741831326200407,-0.008707657162359852,0.01179742482717114,-0.36917616459747815
1454,Irlande,2019,reservations,-0.013104867563082616,-0.008707657162359852,0.01179742482717114,-0.1863631455652663
1455,Islande,2019,reservations,-0.013908884725781478,-0.008707657162359852,0.01179742482717114,-0.22043910597516428
1456,Israël,2019,reservations,-0.01394903987245663,-0.008707657162359852,0.01179742482717114,-0.22214096664659946
1457,Italie,2019,reservations,-0.012749084109640435,-0.008707657162359852,0.01179742482717114,-0.1712842847691898
1458,Jamaïque,2019,reservations,0.004807867693469229,-0.008707657162359852,0.01179742482717114,0.5728167398321078
1459,Japon,2019,reservations,-0.009494360826136132,-0.008707657162359852,0.01179742482717114,-0.0333421774370789
1460,Jordanie,2019,reservations,-0.0026616234466618196,-0.008707657162359852,0.01179742482717114,0.2562437906691789
1461,Kazakhstan,2019,reservations,-0.016606061993588453,-0.008707657162359852,0.01179742482717114,-0.3347512252435572
1462,Kenya,2019,reservations,-0.010974710338817457,-0.008707657162359852,0.01179742482717114,-0.09608254384619008
1463,Kirghizistan,2019,reservations,-0.007023667674292958,-0.008707657162359852,0.01179742482717114,0.07137106244527311
1464,Kiribati,2019,reservations,-0.008888146986205143,-0.008707657162359852,0.01179742482717114,-0.007649543289718518
1465,Koweït,2019,reservations,-0.01540244414373848,-0.008707657162359852,0.01179742482717114,-0.2837393363151417
1466,Laos,2019,reservations,-0.003354049211718308,-0.008707657162359852,0.01179742482717114,0.22689731145018305
1467,Lesotho,2019,reservations,-0.007902487148078263,-0.008707657162359852,0.01179742482717114,0.03412482071626209
1468,Lettonie,2019,reservations,-0.008503545453448823,-0.008707657162359852,0.01179742482717114,0.008650689108055621
1469,Liban,2019,reservations,-0.015456287685124668,-0.008707657162359852,0.01179742482717114,-0.2860213403191925
1470,Liberia,2019,reservations,-0.006097288217166083,-0.008707657162359852,0.01179742482717114,0.11063299760053225
1471,Libye,2019,reservations,-0.017585955770989554,-0.008707657162359852,0.01179742482717114,-0.37628121131069736
1472,Liechtenstein,2019,reservations,-0.004300857110101106,-0.008707657162359852,0.01179742482717114,0.18676957542926068
1473,Lituanie,2019,reservations,-0.011582129654602624,-0.008707657162359852,0.01179742482717114,-0.121826268628661
1474,Luxembourg,2019,reservations,-0.010287631681066195,-0.008707657162359852,0.01179742482717114,-0.06696268642744127
1475,Macédoine,2019,reservations,-0.014684428776424698,-0.008707657162359852,0.01179742482717114,-0.2533083152307737
1476,Madagascar,2019,reservations,-0.010445437754177113,-0.008707657162359852,0.01179742482717114,-0.07365084403059328
1477,Malaisie,2019,reservations,-0.010227951778490334,-0.008707657162359852,0.01179742482717114,-0.06443332500110652
1478,Malawi,2019,reservations,-0.008685980875148465,-0.008707657162359852,0.01179742482717114,0.0009186872359408066
1479,Maldives,2019,reservations,0.014324435333083255,-0.008707657162359852,0.01179742482717114,0.976149152584424
1480,Mali,2019,reservations,-0.01725401751830471,-0.008707657162359852,0.01179742482717114,-0.3622129609277688
1481,Malte,2019,reservations,-0.010490253328753075,-0.008707657162359852,0.01179742482717114,-0.07555022356606382
1482,Maroc,2019,reservations,-0.013242688013963957,-0.008707657162359852,0.01179742482717114,-0.19220426991657058
1483,Mauritanie,2019,reservations,-0.0119095154454856,-0.008707657162359852,0.01179742482717114,-0.13570157598086216
1484,Mexique,2019,reservations,-0.012264349862312078,-0.008707657162359852,0.01179742482717114,-0.15074021458312917
1485,Micronésie,2019,reservations,0.03303039790704774,-0.008707657162359852,0.01179742482717114,1.76894770175941
1486,Moldavie,2019,reservations,-0.01449024396856417,-0.008707657162359852,0.01179742482717114,-0.24507834933968814
1487,Monaco,2019,reservations,-0.0028399860766179586,-0.008707657162359852,0.01179742482717114,0.24868440238872366
1488,Mongolie,2019,reservations,-0.005029572545989763,-0.008707657162359852,0.01179742482717114,0.15588506264091376
1489,Monténégro,2019,reservations,-0.010204822571394483,-0.008707657162359852,0.01179742482717114,-0.06345305992484253
1490,Mozambique,2019,reservations,-0.00953229959887749,-0.008707657162359852,0.01179742482717114,-0.034950103458950214
1491,Namibie,2019,reservations,-0.013752869744894501,-0.008707657162359852,0.01179742482717114,-0.21382685867659906
1492,Nauru,2019,reservations,-0.0078025069335498735,-0.008707657162359852,0.01179742482717114,0.03836219522777925
1493,Nicaragua,2019,reservations,-0.012785426907625134,-0.008707657162359852,0.01179742482717114,-0.1728245699804588
1494,Niger,2019,reservations,-0.01592233071688365,-0.008707657162359852,0.01179742482717114,-0.30577323696555303
1495,Nigeria,2019,reservations,-0.01132124697115843,-0.008707657162359852,0.01179742482717114,-0.11076950466253917
1496,Niue,2019,reservations,0.042817419938051826,-0.008707657162359852,0.01179742482717114,2.1837425478542625
1497,Norvège,2019,reservations,-0.010731108850366265,-0.008707657162359852,0.01179742482717114,-0.08575819374352431
1498,Nouvelle-Zélande,2019,reservations,-0.012420133631622985,-0.008707657162359852,0.01179742482717114,-0.1573426626424766
1499,Népal,2019,reservations,-0.005646018027026419,-0.008707657162359852,0.01179742482717114,0.12975878974376018
1500,Oman,2019,reservations,-0.004520741430496869,-0.008707657162359852,0.01179742482717114,0.17745040944104695
1501,Ouganda,2019,reservations,-0.010852800211186215,-0.008707657162359852,0.01179742482717114,-0.0909157328930715
1502,Ouzbékistan,2019,reservations,-0.011699498542714832,-0.008707657162359852,0.01179742482717114,-0.12680061217530905
1503,Pakistan,2019,reservations,-0.01635834735619574,-0.008707657162359852,0.01179742482717114,-0.324252551125194
1504,Palaos,2019,reservations,0.022847409748983614,-0.008707657162359852,0.01179742482717114,1.3373709675465648
1505,Palestine,2019,reservations,-0.012440528412248207,-0.008707657162359852,0.01179742482717114,-0.1582070368988927
1506,Panama,2019,reservations,-0.011971632497959064,-0.008707657162359852,0.01179742482717114,-0.13833422901249665
1507,Papouasie-Nouvelle-Guinée,2019,reservations,-0.015055643739895312,-0.008707657162359852,0.01179742482717114,-0.2690411963005328
1508,Paraguay,2019,reservations,-0.019730494330405298,-0.008707657162359852,0.01179742482717114,-0.4671713246546098
1509,Pays-Bas,2019,reservations,-0.014847545660038458,-0.008707657162359852,0.01179742482717114,-0.2602215562983531
1510,Philippines,2019,reservations,-0.012265472342002016,-0.008707657162359852,0.01179742482717114,-0.15078778766396597
1511,Pologne,2019,reservations,-0.015366737009635366,-0.008707657162359852,0.01179742482717114,-0.2822259918935321
1512,Portugal,2019,reservations,-0.015094718556341123,-0.008707657162359852,0.01179742482717114,-0.2706972702750758
1513,Pérou,2019,reservations,-0.015875196201503523,-0.008707657162359852,0.01179742482717114,-0.3037755757780212
1514,Qatar,2019,reservations,-0.015955285627303823,-0.008707657162359852,0.01179742482717114,-0.3071699362835377
1515,Roumanie,2019,reservations,-0.013887008644804274,-0.008707657162359852,0.01179742482717114,-0.21951195105374358
1516,Royaume-Uni,2019,reservations,-0.015230699360401707,-0.008707657162359852,0.01179742482717114,-0.2764604264745288
1517,Russie,2019,reservations,-0.013949545164402952,-0.008707657162359852,0.01179742482717114,-0.22216238199586955
1518,Rwanda,2019,reservations,-0.015235288956740865,-0.008707657162359852,0.01179742482717114,-0.27665494334606616
1519,République Dominicaine,2019,reservations,-0.004048671234415151,-0.008707657162359852,0.01179742482717114,0.19745775015299935
1520,République centrafricaine,2019,reservations,-0.006456770485801739,-0.008707657162359852,0.01179742482717114,0.09539737313578817
1521,République du Congo,2019,reservations,-0.013471438417617556,-0.008707657162359852,0.01179742482717114,-0.20189919940350207
1522,République démocratique du Congo,2019,reservations,-0.012835263007544012,-0.008707657162359852,0.01179742482717114,-0.1749367300767918
1523,République tchèque,2019,reservations,-0.009499647418967297,-0.008707657162359852,0.01179742482717114,-0.033566234504981925
1524,Saint-Kitts-et-Nevis,2019,reservations,0.03228135992060103,-0.008707657162359852,0.01179742482717114,1.7372018759787884
1525,Saint-Marin,2019,reservations,0.026025396231396308,-0.008707657162359852,0.01179742482717114,1.4720608057514812
1526,Saint-Vincent-et-les-Grenadines,2019,reservations,0.057822784417748456,-0.008707657162359852,0.01179742482717114,2.8197018652273704
1527,Sainte-Lucie,2019,reservations,-0.009905828014207462,-0.008707657162359852,0.01179742482717114,-0.05078103354759476
1528,Salomon,2019,reservations,-0.0015703336014473632,-0.008707657162359852,0.01179742482717114,0.3024949794328937
1529,Salvador,2019,reservations,-0.017176320276675087,-0.008707657162359852,0.01179742482717114,-0.35891998628424
1530,Samoa,2019,reservations,-0.012382272843826649,-0.008707657162359852,0.01179742482717114,-0.15573804178873157
1531,Serbie,2019,reservations,-0.015524324755013207,-0.008707657162359852,0.01179742482717114,-0.288904896302183
1532,Seychelles,2019,reservations,-0.005748833158403581,-0.008707657162359852,0.01179742482717114,0.12540126541606267
1533,Sierra Leone,2019,reservations,-0.013074371176794337,-0.008707657162359852,0.01179742482717114,-0.18507064373817092
1534,Singapour,2019,reservations,-0.012961210974317483,-0.008707657162359852,0.01179742482717114,-0.18027467325585728
1535,Slovaquie,2019,reservations,-0.016725668833047002,-0.008707657162359852,0.01179742482717114,-0.33982041793648615
1536,Slovénie,2019,reservations,-0.005112734993005698,-0.008707657162359852,0.01179742482717114,0.15236046094883937
1537,Somalie,2019,reservations,-0.009906175489649253,-0.008707657162359852,0.01179742482717114,-0.05079576029715586
1538,Soudan,2019,reservations,-0.016930981798464882,-0.008707657162359852,0.01179742482717114,-0.3485220188547228
1539,Soudan du Sud,2019,reservations,-0.011986331732540427,-0.008707657162359852,0.01179742482717114,-0.138957213892532
1540,Sri Lanka,2019,reservations,-0.01615261767490568,-0.008707657162359852,0.01179742482717114,-0.3155332889004315
1541,Suisse,2019,reservations,-0.014392337128845162,-0.008707657162359852,0.01179742482717114,-0.24092884887016558
1542,Suriname,2019,reservations,-0.012909984305906497,-0.008707657162359852,0.01179742482717114,-0.17810357790405626
1543,Suède,2019,reservations,-0.013038275462533945,-0.008707657162359852,0.01179742482717114,-0.18354083046157946
1544,Syrie,2019,reservations,-0.014338271730445173,-0.008707657162359852,0.01179742482717114,-0.2386374420931769
1545,São Tomé-et-Principe,2019,reservations,-0.00789223181817243,-0.008707657162359852,0.01179742482717114,0.03455946344787811
1546,Sénégal,2019,reservations,-0.010355333116869675,-0.008707657162359852,0.01179742482717114,-0.06983201752279837
1547,Tadjikistan,2019,reservations,-0.01187015055223187,-0.008707657162359852,0.01179742482717114,-0.13403320793315626
1548,Tanzanie,2019,reservations,-0.009672908386749977,-0.008707657162359852,0.01179742482717114,-0.04090940347282462
1549,Tchad,2019,reservations,-0.012891651297507557,-0.008707657162359852,0.01179742482717114,-0.17732658594744227
1550,Thaïlande,2019,reservations,-0.008751824280866663,-0.008707657162359852,0.01179742482717114,-0.0018718965856467397
1551,Timor oriental,2019,reservations,-0.015326744788363527,-0.008707657162359852,0.01179742482717114,-0.2805310363478214
1552,Togo,2019,reservations,-0.006845192747673772,-0.008707657162359852,0.01179742482717114,0.07893521009756979
1553,Tonga,2019,reservations,-0.00797153173250176,-0.008707657162359852,0.01179742482717114,0.03119856412064993
1554,Trinité-et-Tobago,2019,reservations,0.020910743598205942,-0.008707657162359852,0.01179742482717114,1.2552909297777606
1555,Tunisie,2019,reservations,-0.013490810770351068,-0.008707657162359852,0.01179742482717114,-0.20272024098746264
1556,Turkménistan,2019,reservations,-0.006863975543659523,-0.008707657162359852,0.01179742482717114,0.0781391551847005
1557,Turquie,2019,reservations,-0.01807865496979311,-0.008707657162359852,0.01179742482717114,-0.3971628531105586
1558,Tuvalu,2019,reservations,0.05312386937776693,-0.008707657162359852,0.01179742482717114,2.6205518342325025
1559,Ukraine,2019,reservations,-0.013624263163401883,-0.008707657162359852,0.01179742482717114,-0.20837623774123956
1560,Uruguay,2019,reservations,-0.015306387018681122,-0.008707657162359852,0.01179742482717114,-0.2796682306940181
1561,Vanuatu,2019,reservations,-0.008390064662509819,-0.008707657162359852,0.01179742482717114,0.013460246812447264
1562,Vatican,2019,reservations,0.0035038683441710027,-0.008707657162359852,0.01179742482717114,0.5175504690822857
1563,Venezuela,2019,reservations,-0.018007836108637598,-0.008707657162359852,0.01179742482717114,-0.39416139888673485
1564,Viêt Nam,2019,reservations,-0.0022788392012242785,-0.008707657162359852,0.01179742482717114,0.27246700255843526
1565,Yémen,2019,reservations,-0.01532834871376785,-0.008707657162359852,0.01179742482717114,-0.2805990141238115
1566,Zambie,2019,reservations,-0.016583652763186272,-0.008707657162359852,0.01179742482717114,-0.33380147431356744
1567,Zimbabwe,2019,reservations,-0.007989504382851518,-0.008707657162359852,0.01179742482717114,0.030436844905946198
1568,Égypte,2019,reservations,-0.01553984842087099,-0.008707657162359852,0.01179742482717114,-0.28956282233626246
1569,Émirats arabes unis,2019,reservations,-0.008195533406245596,-0.008707657162359852,0.01179742482717114,0.021704895925031133
1570,Équateur,2019,reservations,-0.01773213406171586,-0.008707657162359852,0.01179742482717114,-0.3824765587220086
1571,Érythrée,2019,reservations,-0.015637204911408877,-0.008707657162359852,0.01179742482717114,-0.29368899783490443
1572,États-Unis,2019,reservations,-0.009695517156113474,-0.008707657162359852,0.01179742482717114,-0.0418676112891366
1573,Éthiopie,2019,reservations,-0.01608399729724252,-0.008707657162359852,0.01179742482717114,-0.31262501109114565
1574,Îles Cook,2019,reservations,0.009187032827164697,-0.008707657162359852,0.01179742482717114,0.7584150885331579
1575,Îles Marshall,2019,reservations,-0.005531420305865809,-0.008707657162359852,0.01179742482717114,0.1346156853306969
1576,Afghanistan,2005,guides,-0.03266502468271548,0.0016414549788400221,0.03808516680088455,-0.4503916162546348
1577,Afrique du Sud,2005,guides,0.043762298036229656,0.0016414549788400221,0.03808516680088455,0.5529822578643839
1578,Albanie,2005,guides,-0.028448062003864294,0.0016414549788400221,0.03808516680088455,-0.3950293448892742
1579,Algérie,2005,guides,-0.026307239393112383,0.0016414549788400221,0.03808516680088455,-0.366923617770571
1580,Allemagne,2005,guides,-0.034395550883269635,0.0016414549788400221,0.03808516680088455,-0.47311077893549724
1581,Andorre,2005,guides,-0.022747625733184458,0.0016414549788400221,0.03808516680088455,-0.32019133380109066
1582,Angola,2005,guides,-0.03054595588575643,0.0016414549788400221,0.03808516680088455,-0.4225714834449521
1583,Antigua-et-Barbuda,2005,guides,-0.0005969668933563537,0.0016414549788400221,0.03808516680088455,-0.02938705617201586
1584,Arabie Saoudite,2005,guides,0.004739029897431528,0.0016414549788400221,0.03808516680088455,0.04066642184851299
1585,Argentine,2005,guides,0.0026457669294539946,0.0016414549788400221,0.03808516680088455,0.013185080110908779
1586,Arménie,2005,guides,-0.021238536646721737,0.0016414549788400221,0.03808516680088455,-0.30037930180511063
1587,Australie,2005,guides,-0.01606294501605198,0.0016414549788400221,0.03808516680088455,-0.232431698244273
1588,Autriche,2005,guides,0.00607311300390978,0.0016414549788400221,0.03808516680088455,0.058180892947629556
1589,Azerbaïdjan,2005,guides,-0.031015577759070823,0.0016414549788400221,0.03808516680088455,-0.4287369004926134
1590,Bahamas,2005,guides,0.0004758780958584821,0.0016414549788400221,0.03808516680088455,-0.015302242065465614
1591,Bahreïn,2005,guides,0.010417459893655924,0.0016414549788400221,0.03808516680088455,0.11521552420524091
1592,Bangladesh,2005,guides,-0.030757544382610493,0.0016414549788400221,0.03808516680088455,-0.4253493168460802
1593,Barbade,2005,guides,-0.018680545206132333,0.0016414549788400221,0.03808516680088455,-0.2667967858880477
1594,Belgique,2005,guides,-0.027237531635794985,0.0016414549788400221,0.03808516680088455,-0.3791369323077807
1595,Belize,2005,guides,0.10737686990434053,0.0016414549788400221,0.03808516680088455,1.3881443066575299
1596,Bhoutan,2005,guides,0.029079366396039193,0.0016414549788400221,0.03808516680088455,0.36021781866742286
1597,Birmanie,2005,guides,0.020521149482499113,0.0016414549788400221,0.03808516680088455,0.2478615178760435
1598,Biélorussie,2005,guides,-0.024619803558980066,0.0016414549788400221,0.03808516680088455,-0.34477016570674646
1599,Bolivie,2005,guides,-0.0006937300024448147,0.0016414549788400221,0.03808516680088455,-0.03065740782354406
1600,Bosnie-Herzégovine,2005,guides,-0.029561599003518117,0.0016414549788400221,0.03808516680088455,-0.40964838286638977
1601,Botswana,2005,guides,-0.02213167632141306,0.0016414549788400221,0.03808516680088455,-0.312104859938554
1602,Brunei,2005,guides,-0.0008392449327711981,0.0016414549788400221,0.03808516680088455,-0.032567796336310184
1603,Brésil,2005,guides,-0.031052609355666342,0.0016414549788400221,0.03808516680088455,-0.4292230687269436
1604,Bulgarie,2005,guides,0.004904080074024099,0.0016414549788400221,0.03808516680088455,0.04283327827132295
1605,Burkina Faso,2005,guides,0.05835173592522155,0.0016414549788400221,0.03808516680088455,0.7445192670793869
1606,Burundi,2005,guides,-0.02852391618393602,0.0016414549788400221,0.03808516680088455,-0.39602519427688887
1607,Bénin,2005,guides,-0.0291767209841308,0.0016414549788400221,0.03808516680088455,-0.4045955230299143
1608,Cambodge,2005,guides,-0.02444533362295914,0.0016414549788400221,0.03808516680088455,-0.34247964224740224
1609,Cameroun,2005,guides,0.032049029910122935,0.0016414549788400221,0.03808516680088455,0.39920495937773703
1610,Canada,2005,guides,-0.030519351741764695,0.0016414549788400221,0.03808516680088455,-0.42222221171757823
1611,Cap-Vert,2005,guides,0.03896977979356932,0.0016414549788400221,0.03808516680088455,0.4900638220896846
1612,Chili,2005,guides,0.009014815295860922,0.0016414549788400221,0.03808516680088455,0.09680094556983336
1613,Chine,2005,guides,-0.030131754781751972,0.0016414549788400221,0.03808516680088455,-0.4171336563485137
1614,Chypre,2005,guides,0.050842907504050384,0.0016414549788400221,0.03808516680088455,0.645939832460805
1615,Colombie,2005,guides,0.04093096068500214,0.0016414549788400221,0.03808516680088455,0.5158111281430648
1616,Comores,2005,guides,-0.03267328750373296,0.0016414549788400221,0.03808516680088455,-0.45050009445903233
1617,Corée du Nord,2005,guides,0.010866699184730783,0.0016414549788400221,0.03808516680088455,0.12111334911728022
1618,Corée du Sud,2005,guides,0.05007532700437849,0.0016414549788400221,0.03808516680088455,0.635862674289424
1619,Costa Rica,2005,guides,0.10819582197446442,0.0016414549788400221,0.03808516680088455,1.3988958949911914
1620,Croatie,2005,guides,-0.01976404441496214,0.0016414549788400221,0.03808516680088455,-0.28102147360563756
1621,Cuba,2005,guides,0.022888933008940165,0.0016414549788400221,0.03808516680088455,0.2789468947475721
1622,Côte d’Ivoire,2005,guides,0.06050734988729524,0.0016414549788400221,0.03808516680088455,0.7728191820219101
1623,Danemark,2005,guides,-0.030202780449992715,0.0016414549788400221,0.03808516680088455,-0.4180661147595806
1624,Djibouti,2005,guides,-0.02695843045823497,0.0016414549788400221,0.03808516680088455,-0.37547276064983315
1625,Dominique,2005,guides,-0.021074668357990472,0.0016414549788400221,0.03808516680088455,-0.29822796176256866
1626,Espagne,2005,guides,-0.028456171192683625,0.0016414549788400221,0.03808516680088455,-0.39513580613784544
1627,Estonie,2005,guides,0.006824138771197581,0.0016414549788400221,0.03808516680088455,0.06804071279841667
1628,Eswatini,2005,guides,0.026764604871859974,0.0016414549788400221,0.03808516680088455,0.32982853960398634
1629,Fidji,2005,guides,0.022947069194347348,0.0016414549788400221,0.03808516680088455,0.27971013395971905
1630,Finlande,2005,guides,0.060736167199173345,0.0016414549788400221,0.03808516680088455,0.775823203417883
1631,France,2005,guides,-0.02200843584598711,0.0016414549788400221,0.03808516680088455,-0.310486900956383
1632,Gabon,2005,guides,-0.026404600260225414,0.0016414549788400221,0.03808516680088455,-0.3682018170708662
1633,Gambie,2005,guides,0.013748945494961997,0.0016414549788400221,0.03808516680088455,0.15895283561999224
1634,Ghana,2005,guides,-0.03032009464065208,0.0016414549788400221,0.03808516680088455,-0.4196062706852813
1635,Grenade,2005,guides,-0.016291154800925876,0.0016414549788400221,0.03808516680088455,-0.235427743739715
1636,Grèce,2005,guides,0.02161757597180798,0.0016414549788400221,0.03808516680088455,0.2622559210178384
1637,Guatemala,2005,guides,-0.023078839909768226,0.0016414549788400221,0.03808516680088455,-0.3245396694446682
1638,Guinée,2005,guides,0.048681829362785985,0.0016414549788400221,0.03808516680088455,0.6175681812013676
1639,Guinée équatoriale,2005,guides,-0.03310839817189837,0.0016414549788400221,0.03808516680088455,-0.4562124321578566
1640,Guinée-Bissau,2005,guides,-0.03191782025240885,0.0016414549788400221,0.03808516680088455,-0.440581964714796
1641,Guyana,2005,guides,0.009176178240788115,0.0016414549788400221,0.03808516680088455,0.09891939427941661
1642,Géorgie,2005,guides,-0.02873733770684868,0.0016414549788400221,0.03808516680088455,-0.3988270925070904
1643,Haïti,2005,guides,0.029900767918369188,0.0016414549788400221,0.03808516680088455,0.3710015645628317
1644,Honduras,2005,guides,-0.028935740467896886,0.0016414549788400221,0.03808516680088455,-0.4014318173608043
1645,Hongrie,2005,guides,0.014966173810301882,0.0016414549788400221,0.03808516680088455,0.17493318200660193
1646,Ile Maurice,2005,guides,0.047405139168700476,0.0016414549788400221,0.03808516680088455,0.6008071912763365
1647,Inde,2005,guides,-0.030153601550577523,0.0016414549788400221,0.03808516680088455,-0.417420471014966
1648,Indonésie,2005,guides,0.0022371377135638445,0.0016414549788400221,0.03808516680088455,0.007820403384842039
1649,Irak,2005,guides,-0.03176187013172472,0.0016414549788400221,0.03808516680088455,-0.4385345781101966
1650,Iran,2005,guides,-0.027728100741233625,0.0016414549788400221,0.03808516680088455,-0.38557735448058383
1651,Irlande,2005,guides,-0.022893004751307146,0.0016414549788400221,0.03808516680088455,-0.32209993799446013
1652,Islande,2005,guides,0.02173957277878107,0.0016414549788400221,0.03808516680088455,0.2638575525350496
1653,Israël,2005,guides,-0.029426135240374945,0.0016414549788400221,0.03808516680088455,-0.4078699508084261
1654,Italie,2005,guides,-0.02701287752687528,0.0016414549788400221,0.03808516680088455,-0.37618756740025344
1655,Jamaïque,2005,guides,0.00978976721509268,0.0016414549788400221,0.03808516680088455,0.10697487920761067
1656,Japon,2005,guides,-0.03318885254430944,0.0016414549788400221,0.03808516680088455,-0.4572686750362416
1657,Jordanie,2005,guides,0.09172915187297354,0.0016414549788400221,0.03808516680088455,1.1827136975023196
1658,Kazakhstan,2005,guides,-0.02963426232393668,0.0016414549788400221,0.03808516680088455,-0.4106023411462426
1659,Kenya,2005,guides,-0.03108550620345395,0.0016414549788400221,0.03808516680088455,-0.42965495403231196
1660,Kirghizistan,2005,guides,0.018623786711911693,0.0016414549788400221,0.03808516680088455,0.22295204615825975
1661,Kiribati,2005,guides,-0.014089455468407381,0.0016414549788400221,0.03808516680088455,-0.20652279835731274
1662,Koweït,2005,guides,0.004833016398884007,0.0016414549788400221,0.03808516680088455,0.04190032088778799
1663,Laos,2005,guides,-0.02408825776212261,0.0016414549788400221,0.03808516680088455,-0.337791782237449
1664,Lesotho,2005,guides,0.02961588074428873,0.0016414549788400221,0.03808516680088455,0.3672614316185558
1665,Lettonie,2005,guides,0.014676484481343193,0.0016414549788400221,0.03808516680088455,0.17113000411226273
1666,Liban,2005,guides,0.03140473296111651,0.0016414549788400221,0.03808516680088455,0.3907463257005509
1667,Liberia,2005,guides,-0.0009992909360826826,0.0016414549788400221,0.03808516680088455,-0.03466895561635523
1668,Libye,2005,guides,-0.01976718050224401,0.0016414549788400221,0.03808516680088455,-0.28106264563592254
1669,Liechtenstein,2005,guides,-0.010759677094792867,0.0016414549788400221,0.03808516680088455,-0.1628079002314474
1670,Lituanie,2005,guides,0.00696236797424767,0.0016414549788400221,0.03808516680088455,0.06985545085342866
1671,Luxembourg,2005,guides,-0.02828177384248819,0.0016414549788400221,0.03808516680088455,-0.3928462356193912
1672,Macédoine,2005,guides,-0.016914087789339356,0.0016414549788400221,0.03808516680088455,-0.24360590128422932
1673,Madagascar,2005,guides,0.05040586391738445,0.0016414549788400221,0.03808516680088455,0.6402021184979009
1674,Malaisie,2005,guides,0.1425176599071763,0.0016414549788400221,0.03808516680088455,1.8494891418601367
1675,Malawi,2005,guides,0.020939957671057115,0.0016414549788400221,0.03808516680088455,0.25335982894748504
1676,Maldives,2005,guides,0.07450268400172375,0.0016414549788400221,0.03808516680088455,0.9565565171844209
1677,Mali,2005,guides,-0.023507804927001393,0.0016414549788400221,0.03808516680088455,-0.33017132414472333
1678,Malte,2005,guides,0.0687143168525928,0.0016414549788400221,0.03808516680088455,0.8805641081266706
1679,Maroc,2005,guides,-0.025138006363288713,0.0016414549788400221,0.03808516680088455,-0.35157337608807276
1680,Mauritanie,2005,guides,-0.024795860018438344,0.0016414549788400221,0.03808516680088455,-0.3470815177927007
1681,Mexique,2005,guides,0.02219289341308967,0.0016414549788400221,0.03808516680088455,0.2698089592425302
1682,Micronésie,2005,guides,-0.014586209957690714,0.0016414549788400221,0.03808516680088455,-0.21304442516126568
1683,Moldavie,2005,guides,-0.014517203987697791,0.0016414549788400221,0.03808516680088455,-0.21213848229965637
1684,Monaco,2005,guides,-0.026939371956501118,0.0016414549788400221,0.03808516680088455,-0.3752225516664579
1685,Mongolie,2005,guides,0.0021398092579186265,0.0016414549788400221,0.03808516680088455,0.006542629597555415
1686,Monténégro,2005,guides,-0.02698350005440142,0.0016414549788400221,0.03808516680088455,-0.37580188611090204
1687,Mozambique,2005,guides,0.07523660675488428,0.0016414549788400221,0.03808516680088455,0.9661918006137623
1688,Namibie,2005,guides,0.03756358690654022,0.0016414549788400221,0.03808516680088455,0.47160265984270133
1689,Nauru,2005,guides,-0.029071061586278483,0.0016414549788400221,0.03808516680088455,-0.4032083767111818
1690,Nicaragua,2005,guides,-0.02787401268406972,0.0016414549788400221,0.03808516680088455,-0.38749295516048826
1691,Niger,2005,guides,0.03023907463640761,0.0016414549788400221,0.03808516680088455,0.3754430144297463
1692,Nigeria,2005,guides,-0.0294833145090654,0.0016414549788400221,0.03808516680088455,-0.40862062716740594
1693,Niue,2005,guides,-0.019155362413736138,0.0016414549788400221,0.03808516680088455,-0.2730304097301885
1694,Norvège,2005,guides,0.09073402634118158,0.0016414549788400221,0.03808516680088455,1.16964922102261
1695,Nouvelle-Zélande,2005,guides,0.07991710173482691,0.0016414549788400221,0.03808516680088455,1.027639542255712
1696,Népal,2005,guides,-0.020291747804850078,0.0016414549788400221,0.03808516680088455,-0.28794941214726005
1697,Oman,2005,guides,-0.02364296120076234,0.0016414549788400221,0.03808516680088455,-0.3319457193373132
1698,Ouganda,2005,guides,-0.01319325012290573,0.0016414549788400221,0.03808516680088455,-0.19475699265417432
1699,Ouzbékistan,2005,guides,-0.019385454137946914,0.0016414549788400221,0.03808516680088455,-0.2760511622112493
1700,Pakistan,2005,guides,-0.03481129504712909,0.0016414549788400221,0.03808516680088455,-0.4785688640481742
